id,division,district,highest_dispo_charge,last_event_result,number,highest_charge,highest_charge_mod,complaint_year,next_pending_event,offense_date,sentencing,final_disposition,unit,event_of_final_dispo,drug,drug_patient,drug_res,full,incar,incar_county,incar_life,incar_prison,incar_local,prob,prob_formal,prob_sum,prog,prog_child,prog_dv,work,work_furl,work_pub,work_vol
423,North County Branch,North County,"VC23153(a), alcohol",Sentencing after Revocation - State Prison,CN278524,VC23153(a),alcohol,2010.0,,2010-06-19 00:00:00.000000,Local Custody: 20 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,20,,,,20,1825,1825,,,,,,,,
424,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN278685,VC20001(a),,2010.0,,2010-06-23 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,365,,,,365,1095,1095,,,,,,,,
425,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN278824,VC23153(a),alcohol,2010.0,,2010-06-26 00:00:00.000000,Local Custody: 5 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,5,,,,5,1825,,1825,,,,,,,
426,North County Branch,North County,VC20001(a),Sentencing after Revocation - State Prison,CN279080,VC20001(a),,2010.0,,2010-06-07 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,365,1095,1095,,,,,,,,
427,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN279441,VC20001(a),,2010.0,,2010-07-13 00:00:00.000000,Probation Formal: 3 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Preliminary Exam,,,,,,,,,,1095,1095,,,,,,,,
428,North County Branch,North County,"VC23153(a), alcohol",Out-Of-County Transfer - Granted,CN279443,VC23153(a),alcohol,2010.0,,2010-07-09 00:00:00.000000,Local Custody: 120 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,120,,,,120,1825,1825,,,,,,,,
429,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN279632,VC23153(a),alcohol,2010.0,,2010-07-15 00:00:00.000000,Local Custody: 150 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,150,,,,150,1825,1825,,,,,,,,
430,North County Branch,North County,VC20001(a),Sentencing Hearing  - State Prison,CN279876,VC20001(a),,2010.0,,2010-02-17 00:00:00.000000,State Prison: 2 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
431,North County Branch,North County,"VC23153(a), drugs",Restitution Hearing  - Restitution Set,CN280159,HS11350(a),,2010.0,,2010-07-27 00:00:00.000000,Local Custody: 90 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,90,,,,90,1825,,1825,,,,,,,
432,North County Branch,North County,,Affidavit Filed - Warrant Issued,CN280461,VC20001(a),,2010.0,,2009-11-14 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
433,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN280646,VC23153(a),alcohol,2010.0,,2010-08-03 00:00:00.000000,Local Custody: 180 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,180,,,,180,1825,,1825,,,,,,,
434,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Denied,CN280668,VC20001(a),,2010.0,,2010-08-08 00:00:00.000000,Local Custody,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,,,,,,,,,,
435,North County Branch,North County,"VC23153(a), alcohol",Probation Modification Hearing - Granted,CN280766,VC23153(a),alcohol,2010.0,,2010-08-07 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,365,1825,1825,,,,,,,,
436,North County Branch,North County,"VC23153(a), alcohol",Sentencing after Revocation - State Prison,CN280851,VC23153(a),alcohol,2010.0,,2010-06-02 00:00:00.000000,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,270,,,,270,1825,1825,,,,,,,,
437,North County Branch,North County,VC20001(b)(2),Further Proceedings - Action Taken,CN280893,VC23153(a),alcohol,2010.0,,2010-07-02 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,365,1825,1825,,,,,,,,
438,North County Branch,North County,VC20001(a),Out-Of-County Transfer - Granted,CN281209,VC20001(a),,2010.0,,2010-08-14 00:00:00.000000,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
439,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN281557,VC23153(a),alcohol,2010.0,,2010-08-20 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Felony Jury Trial,,,,,365,,,,365,1825,1825,,,,,,,,
440,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN281560,PC273a(a),,2010.0,,2010-08-20 00:00:00.000000,Local Custody: 5 Days - Probation Summary: 5 Years - Public Work Service: 15 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,5,,,,5,1825,,1825,,,,15.0,,15.0,
441,North County Branch,North County,VC20001(b)(2),Sentencing Hearing  - Probation Granted Formal,CN282195,VC20001(b)(2),,2010.0,,2010-03-05 00:00:00.000000,Local Custody: 1 Days - Probation Formal: 3 Years - Public Work Service: 15 Days (+ more),Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,1,,,,1,1095,1095,,,,,15.0,,15.0,
442,North County Branch,North County,VC20001(a),Order to Show Cause - Admits - Revoked,CN282501,VC20001(a),,2010.0,,2010-08-31 00:00:00.000000,Local Custody: 85 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,85,,,,85,1095,1095,,,,,,,,
443,North County Branch,North County,,Felony Jury Trial - Dismissed by Court (PC 1118.1),CN282715,VC20001(b)(2),,2010.0,,2010-07-10 00:00:00.000000,,Dismissed by Court (PC 1118.1),North County Branch,Felony Jury Trial,,,,,,,,,,,,,,,,,,,
444,North County Branch,North County,"VC23153(a), alcohol",Probation Modification Hearing - Granted,CN282963,VC23153(a),alcohol,2010.0,,2010-09-23 00:00:00.000000,Probation Formal: 5 Years,"Found Guilty, Felony",North County Branch,Felony Jury Trial,,,,,,,,,,1825,1825,,,,,,,,
445,North County Branch,North County,VC22107,Preliminary Exam - Pled Guilty Infraction - Immediate Sentencing,CN283667,VC20001(a),,2010.0,,2010-09-18 00:00:00.000000,,Pled Guilty Infraction - Immediate Sentencing,North County Branch,Preliminary Exam,,,,,,,,,,,,,,,,,,,
446,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN283811,VC20001(a),,2010.0,,2010-05-22 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 5 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,5.0,,5.0,
447,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN283929,VC20001(a),,2010.0,,2010-03-27 00:00:00.000000,Local Custody: 6 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,6,,,,6,1095,,1095,,,,,,,
448,North County Branch,North County,VC20001(a),Out-Of-County Transfer - Granted,CN284194,VC20001(a),,2010.0,,2010-10-25 00:00:00.000000,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,270,,,,270,1825,1825,,,,,,,,
449,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN284230,VC20001(a),,2010.0,,2010-10-29 00:00:00.000000,Local Custody: 145 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,145,,,,145,1095,1095,,,,,,,,
450,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN284684,VC20001(a),,2010.0,,2010-11-07 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 20 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,20.0,,20.0,
451,North County Branch,North County,"VC23153(a), alcohol",Restitution Hearing  - Continued,CN285310,VC23153(a),alcohol,2010.0,,2010-11-26 00:00:00.000000,State Prison: 2 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,730,,,730,,,,,,,,,,,
452,North County Branch,North County,"PC245(a)(1), deadly w",Probation Modification Hearing - Denied,CN285411,PC245(a)(1),deadly w,2010.0,,2010-11-28 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,365,,,,365,1095,1095,,,,,,,,
453,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN285466,VC20001(a),,2010.0,,2010-10-16 00:00:00.000000,Probation Formal: 3 Years - Work Furlough: 180 Days,Pled Guilty Felony,North County Branch,Felony Jury Trial,,,,,,,,,,1095,1095,,,,,180.0,180.0,,
454,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN285535,VC23153(a),alcohol,2010.0,,2010-12-01 00:00:00.000000,Local Custody: 5 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,5,,,,5,1825,,1825,,,,,,,
455,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN285780,VC23153(a),alcohol,2010.0,,2010-12-10 00:00:00.000000,Local Custody: 180 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,180,,,,180,1825,,1825,,,,,,,
456,North County Branch,North County,"VC23153(a), alcohol",Preliminary Exam Readiness - Pled Guilty Misdemeanor - Immediate Sentencing,CN285835,VC23153(a),alcohol,2010.0,,2010-12-12 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
457,North County Branch,North County,VC20001(a),Proof of Enrollment Hearing - Probation Modified,CN286069,VC20001(a),,2010.0,,2010-11-12 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Felony Readiness Conference,,,,,,,,,,1825,,1825,,,,,,,
458,North County Branch,North County,VC20002(a),PC 1203.4 Motion Hearing - Granted,CN286207,VC20001(a),,2010.0,,2010-08-17 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7.0,,7.0,
459,North County Branch,North County,VC23152(a),Felony Other Motion Hearing - Granted,CN286434,VC23153(a),alcohol,2011.0,,2010-12-16 00:00:00.000000,Probation Summary: 5 Years - Public Work Service: 22 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,22.0,,22.0,
460,North County Branch,North County,VC23153(b),Restitution Status Review Hearing - Restitution Set,CN286479,VC23153(a),alcohol,2011.0,,2010-12-31 00:00:00.000000,Local Custody: 240 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,240,,,,240,1825,1825,,,,,,,,
461,North County Branch,North County,VC2800.2(a),Sentencing Hearing  - State Prison,CN286693,VC23153(a),alcohol,2011.0,,2011-01-06 00:00:00.000000,State Prison: 2 Years: 4 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,852,,,852,,,,,,,,,,,
462,North County Branch,North County,"VC23153(a), combine",Out-Of-County Transfer - Granted,CN287001,VC23153(a),combine,2011.0,,2011-01-14 00:00:00.000000,Local Custody: 150 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,150,,,,150,1825,1825,,,,,,,,
463,Family Protection,North County,VC20002(a),Further Proceedings - Action Taken,CN287450,VC20001(a),,2011.0,,2010-12-19 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Felony,Domestic Violence,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
464,North County Branch,North County,VC20001(a),Out-Of-County Transfer - Granted,CN287742,VC20001(a),,2011.0,,2011-01-09 00:00:00.000000,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
465,North County Branch,North County,"PC192(c)(1), lawful act",Sentencing Hearing  - Probation Granted Summary,CN287788,PC192(c)(1),lawful act,2011.0,,2010-06-15 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,,,,
466,North County Branch,North County,VC20001(a),Sentencing Hearing  - State Prison,CN287830,VC20001(a),,2011.0,,2011-01-14 00:00:00.000000,State Prison: 2 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
467,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN287885,VC23153(a),alcohol,2011.0,,2011-02-06 00:00:00.000000,Local Custody: 5 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Preliminary Exam,,,,,5,,,,5,1825,,1825,,,,,,,
468,North County Branch,North County,PC187(a),Felony Appeal by the Defense - Remittitur Issued (see note),CN288104,PC187(a),,2011.0,,2010-04-04 00:00:00.000000,Life +: 16 Years,"Found Guilty, Felony",North County Branch,Felony Jury Trial,,,,,5840,,5840,,,,,,,,,,,,
469,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN288200,VC20001(a),,2011.0,,2011-01-22 00:00:00.000000,Local Custody: 12 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Felony Readiness Conference,,,,,12,,,,12,1095,,1095,,,,,,,
470,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN288321,VC20001(a),,2011.0,,2011-02-11 00:00:00.000000,Probation Formal: 3 Years,Pled Guilty Misdemeanor,North County Branch,Felony Jury Trial,,,,,,,,,,1095,1095,,,,,,,,
471,North County Branch,North County,VC20001(a),Out-Of-County Transfer - Action Taken,CN288797,VC20001(a),,2011.0,,2011-03-01 00:00:00.000000,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
472,North County Branch,North County,,Misdemeanor Readiness Hearing - Dismissed (IFJ / IOE),CN288844,VC20001(a),,2011.0,,2011-03-04 00:00:00.000000,,Dismissed (IFJ / IOE),North County Branch,Misdemeanor Readiness Hearing,,,,,,,,,,,,,,,,,,,
473,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN289055,VC20001(a),,2011.0,,2001-02-15 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7.0,,7.0,
474,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN289061,VC20001(a),,2011.0,,2011-01-04 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7.0,,7.0,
475,North County Branch,North County,VC23153(b),Out-Of-County Transfer - Granted,CN289256,VC23153(a),alcohol,2011.0,,2011-03-08 00:00:00.000000,Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,1825,,,,,,,,
476,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN289294,VC23153(a),alcohol,2011.0,,2011-03-13 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
477,North County Branch,North County,VC20002(a),Sentencing after Revocation - Probation Terminated,CN289826,VC20001(a),,2011.0,,2011-02-06 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Misdemeanor Readiness Hearing,,,,,,,,,,1095,,1095,,,,,,,
478,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN289923,VC20001(a),,2011.0,,2011-02-16 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7.0,,7.0,
479,North County Branch,North County,,Further Proceedings - Dismissed (IFJ / IOE),CN289932,PC191.5(b),,2011.0,,2011-03-28 00:00:00.000000,,Dismissed (IFJ / IOE),North County Branch,Further Proceedings,,,,,,,,,,,,,,,,,,,
480,North County Branch,North County,,"Further Proceedings - FTA, Bench Warrant",CN289991,VC20001(a),,2011.0,,2011-03-11 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
481,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CN290299,VC23153(a),alcohol,2011.0,,2011-04-07 00:00:00.000000,Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,,,,,,1825,1825,,,,,,,,
482,North County Branch,North County,VC23153(b),Sentencing after Revocation - Probation Reinstated,CN290595,VC23153(a),alcohol,2011.0,,2011-04-16 00:00:00.000000,Probation Formal: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,1825,,,,,,,,
483,North County Branch,North County,VC20001(b)(2),Sentencing Hearing  - State Prison,CN290834,VC20001(b)(2),,2011.0,,2011-04-10 00:00:00.000000,State Prison: 2 Years,"Found Guilty, Felony",North County Branch,Felony Court Trial,,,,,730,,,730,,,,,,,,,,,
484,Narcotics,North County,HS11351,Sentencing Hearing  - State Prison,CN290860,HS11352(a),transport,2011.0,,2011-04-22 00:00:00.000000,State Prison: 2 Years,Pled Guilty Felony,JUDGE,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
485,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN291190,VC23153(a),alcohol,2011.0,,2011-05-01 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
486,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN291204,VC23153(a),alcohol,2011.0,,2011-04-30 00:00:00.000000,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Preliminary Exam,,,,,270,,,,270,1825,1825,,,,,,,,
487,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN291612,VC20001(a),,2011.0,,2011-05-13 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,,,,
488,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN291702,VC23153(a),alcohol,2011.0,,2011-05-15 00:00:00.000000,Probation Summary: 5 Years - Public Work Service: 15 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,15.0,,15.0,
489,North County Branch,North County,"VC23153(a), alcohol",Execution of Custody - Remand to Custody,CN291827,VC23153(a),alcohol,2011.0,,2011-03-18 00:00:00.000000,Local Custody: 150 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,150,,,,150,1825,1825,,,,,,,,
490,North County Branch,North County,VC23152(a),Sentencing after Revocation - Admits - Revoked,CN292357,VC23153(a),alcohol,2011.0,,2011-05-29 00:00:00.000000,Local Custody: 20 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,20,,,,20,1095,1095,,,,,,,,
491,North County Branch,North County,,Preliminary Exam - Dismissed (IFJ / IOE),CN292372,VC20001(a),,2011.0,,2011-01-26 00:00:00.000000,,Dismissed (IFJ / IOE),North County Branch,Preliminary Exam,,,,,,,,,,,,,,,,,,,
492,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN292401,VC20001(a),,2011.0,,2011-05-02 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7.0,,7.0,
493,North County Branch,North County,VC23152(a),Sentencing Hearing  - Probation Granted Summary,CN292424,VC23153(a),alcohol,2011.0,,2011-05-29 00:00:00.000000,Probation Summary: 5 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,10.0,,10.0,
494,North County Branch,North County,VC2800.2(a),Probation Modification Hearing - Granted,CN292523,VC2800.2(a),,2011.0,,2011-06-05 00:00:00.000000,Local Custody: 120 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,120,,,,120,1095,1095,,,,,,,,
495,North County Branch,North County,"VC23153(a), drugs",Sentencing Hearing  - Probation Granted Summary,CN292590,VC23153(a),drugs,2011.0,,2011-03-26 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
496,North County Branch,North County,"PC245(a)(1), deadly w",Probation Modification Hearing - Granted,CN292736,PC245(a)(1),deadly w,2011.0,,2011-06-09 00:00:00.000000,Local Custody: 180 Days,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,180,,,,180,,,,,,,,,,
497,North County Branch,North County,"VC23153(a), combine",Sentencing Hearing  - Probation Granted Formal,CN293012,VC23153(a),combine,2011.0,,2011-06-17 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,365,1095,1095,,,,,,,,
498,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN293217,VC20001(a),,2011.0,,2011-05-13 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
499,North County Branch,North County,VC20001(b)(2),Out-Of-County Transfer - Granted,CN293595,VC20001(b)(2),,2011.0,,2011-07-03 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,365,,,,365,1095,1095,,,,,,,,
500,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN293741,VC20001(a),,2011.0,,2011-05-15 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,10.0,,10.0,
501,North County Branch,North County,VC20001(a),Restitution Hearing  - Restitution Set,CN293887,VC20001(a),,2011.0,,2011-04-01 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,,,,
502,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN293961,VC23153(a),alcohol,2011.0,,2011-07-12 00:00:00.000000,Local Custody: 10 Days - Probation Summary: 5 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,10,,,,10,1825,,1825,,,,10.0,,10.0,
503,North County Branch,North County,,Affidavit Filed - Warrant Issued,CN293981,VC20001(b)(2),,2011.0,,2011-03-28 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
504,North County Branch,North County,VC20001(a),Probation Modification Hearing - Denied,CN294043,VC20001(a),,2011.0,,2011-07-15 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 3 Years - Public Work Service: 20 Days,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,180,,,,180,1095,1095,,,,,20.0,,20.0,
505,North County Branch,North County,PC191.5(a),Sentencing Hearing  - State Prison,CN294921,PC191.5(a),,2011.0,,2011-07-27 00:00:00.000000,State Prison: 6 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,2190,,,2190,,,,,,,,,,,
506,North County Branch,North County,,Affidavit Filed - Warrant Issued,CN295246,VC20001(a),,2011.0,,2011-07-03 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
507,North County Branch,North County,VC23152(b),Sentencing Hearing  - State Prison,CN295370,VC23153(a),alcohol,2011.0,,2011-08-14 00:00:00.000000,State Prison: 2 Years: 8 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,973,,,973,,,,,,,,,,,
508,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN295393,VC20001(a),,2011.0,,2011-07-31 00:00:00.000000,Local Custody: 120 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,120,,,,120,1095,1095,,,,,,,,
509,Narcotics,North County,HS11358,Further Proceedings - Action Taken,CN295561,HS11359,,2011.0,,2011-07-24 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 3 Years,Pled Guilty Felony,JUDGE,Preliminary Exam Readiness,,,,,180,,,,180,1095,1095,,,,,,,,
510,North County Branch,North County,VC20001(b)(2),Sentencing Hearing  - Probation Granted Formal,CN295652,VC20001(b)(2),,2011.0,,2011-08-22 00:00:00.000000,Local Custody - Probation Formal: 3 Years: 365 Days,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,,,,,,1460,1460,,,,,,,,
511,North County Branch,North County,VC20001(a),Sentencing Hearing  - State Prison,CN296022,PC484 & 490.5,,2011.0,,2011-08-30 00:00:00.000000,State Prison: 4 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,1460,,,1460,,,,,,,,,,,
512,North County Branch,North County,VC20001(a),Order to Show Cause - Admits - Revoked- Reinstated,CN296279,VC20001(a),,2011.0,,2011-09-02 00:00:00.000000,Local Custody: 170 Days - Probation Formal: 5 Years - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,170,,,,170,3650,3650,,,,,,,,
513,North County Branch,North County,VC23152(a),Sentencing Hearing  - Probation Granted Summary,CN296811,VC23153(a),alcohol,2011.0,,2011-08-19 00:00:00.000000,Local Custody: 18 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Further Proceedings,,,,,18,,,,18,1825,,1825,,,,,,,
514,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN296900,VC23153(a),alcohol,2011.0,,2011-09-22 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
